actor,arm,lr,seed,epoch,strength,cal_changed,cal_harm,cal_all24,cal_dir0,cal_dir1,cal_feasible,frontier,fit_changed,fit_harm,fit_loss,train_loss,reg_train,realized_norm,frobenius,visits,steps,train_seconds,eval_seconds,not_extended
gemma,FREE_OVERWRITE,0.0003,0,1,1.0,0.9513888888888888,0.0023148148148148147,0.8125,0.9375,0.9652777777777777,True,"[1, 0.9513888888888888]",0.9618055555555555,0.0,0.06190026680754828,0.03072267581158788,0.00932728258259077,84.57297857125907,251.8920064669358,1440,360,86.73419821900006,53.17833513400001,True
gemma,FREE_OVERWRITE,0.0003,0,2,1.0,0.9618055555555555,0.004629629629629629,0.8333333333333334,0.9652777777777777,0.9583333333333334,True,"[1, 0.9618055555555555]",1.0,0.0,0.0009558538311668801,0.011052547187824125,0.005792637943523004,73.01001957537358,221.86397618307515,2880,720,86.38925976100018,53.20828129799975,True
gemma,FREE_OVERWRITE,0.001,0,1,1.0,0.8993055555555557,0.026620370370370367,0.625,0.875,0.923611111111111,True,"[1, 0.8993055555555557]",0.954861111111111,0.01273148148148148,0.11755112430057958,0.08128878387579384,0.012471580440049163,108.34277822616252,326.7925064311352,1440,360,86.56194562899964,53.343130999000095,False
gemma,FREE_OVERWRITE,0.001,0,2,1.0,0.9791666666666666,0.024305555555555552,0.8125,0.9791666666666666,0.9791666666666666,True,"[1, 0.9791666666666666]",0.9965277777777778,0.0,0.004147861427552218,0.027174463539353787,0.009375202569774248,93.00729977738696,290.65436550770113,2880,720,86.66572550799992,53.13665401399976,False
gemma,FREE_OVERWRITE,0.001,0,3,1.0,0.9583333333333334,0.0011574074074074073,0.8333333333333334,0.9583333333333334,0.9583333333333334,True,"[1, 0.9583333333333334]",1.0,0.0,0.002424845872403441,0.026916693917185815,0.007910283613536092,77.99521726427503,243.1293410704147,1440,360,85.65466488899983,53.11507257699941,False
gemma,FREE_OVERWRITE,0.001,0,4,1.0,0.9375,0.011574074074074075,0.7708333333333334,0.9444444444444443,0.9305555555555555,True,"[1, 0.9375]",0.998263888888889,0.0,0.004056343333790361,0.016528662063673337,0.00926837666063673,85.26636017406472,272.79515622170686,1440,360,85.79842808000012,53.224061632000485,False
gemma,FREE_OVERWRITE,0.001,1,1,1.0,0.9722222222222223,0.016203703703703703,0.8333333333333334,0.9722222222222223,0.9722222222222222,True,"[1, 0.9722222222222223]",0.982638888888889,0.005787037037037038,0.04174664824188312,0.06619457213681824,0.01241002263656507,101.3430254067397,304.05077222724447,1440,360,83.82902511700013,53.07468935599991,False
gemma,FREE_OVERWRITE,0.001,1,2,1.0,0.9270833333333334,0.010416666666666666,0.7291666666666666,0.8958333333333334,0.9583333333333334,True,"[1, 0.9270833333333334]",0.9513888888888888,0.008680555555555556,0.12433615513248242,0.02496263523469477,0.009522302997195059,89.88849683425873,276.29398318939246,2880,720,86.55072156700044,53.087456425999335,False
gemma,FREE_OVERWRITE,0.001,1,3,1.0,0.9479166666666666,0.013888888888888888,0.75,0.9583333333333334,0.9375,True,"[1, 0.9479166666666666]",0.9947916666666666,0.0005787037037037037,0.01106073054402259,0.01946606187645254,0.008800735120571012,73.66668836567803,235.0284366403233,4320,1080,86.77057922399945,53.09462836700004,False
gemma,FREE_OVERWRITE,0.001,1,4,1.0,0.9375,0.021990740740740738,0.6875,0.9444444444444443,0.9305555555555555,True,"[1, 0.9375]",0.9913194444444445,0.010416666666666666,0.033179678977838495,0.019331587364422375,0.0072586052365497585,76.18934279023102,250.5810320924505,5760,1440,84.81896998000047,53.230292489999556,False
gemma,CONTINUED_AFFINE,0.0003,0,1,0.5,0.23611111111111108,0.0,0.0625,0.07638888888888888,0.3958333333333333,False,"[0, 0.23611111111111108]",1.0,0.0005787037037037037,0.0028631740460241415,0.02227255590678902,,50.1352875228085,147.66964481748397,1440,360,85.22991594500036,53.256131137999546,False
gemma,CONTINUED_AFFINE,0.0003,0,1,0.75,0.8020833333333334,0.0,0.5833333333333334,0.6597222222222222,0.9444444444444443,False,"[0, 0.8020833333333334]",1.0,0.0005787037037037037,0.0028631740460241415,0.02227255590678902,,75.20167350769043,221.5010545111267,1440,360,85.22991594500036,70.9902220999993,False
gemma,CONTINUED_AFFINE,0.0003,0,1,1.0,0.9652777777777778,0.0011574074074074073,0.8541666666666666,0.9583333333333334,0.9722222222222222,True,"[1, 0.9652777777777778]",1.0,0.0005787037037037037,0.0028631740460241415,0.02227255590678902,,100.26873963759992,295.33424524085876,1440,360,85.22991594500036,88.71032284099965,False
gemma,CONTINUED_AFFINE,0.0003,0,1,1.25,0.96875,0.011574074074074072,0.8125,0.9583333333333334,0.9791666666666666,True,"[1, 0.96875]",1.0,0.0005787037037037037,0.0028631740460241415,0.02227255590678902,,125.33591642693348,369.1675722756296,1440,360,85.22991594500036,106.4221735559995,False
gemma,CONTINUED_AFFINE,0.0003,0,2,0.5,0.2881944444444444,0.0,0.08333333333333333,0.11111111111111109,0.46527777777777785,False,"[0, 0.2881944444444444]",1.0,0.0,0.0009600153824862901,0.001996565330010627,,50.836932641625175,149.3985205131809,2880,720,86.38688402599928,53.32149300200035,False
gemma,CONTINUED_AFFINE,0.0003,0,2,0.75,0.8993055555555555,0.0,0.6875,0.8541666666666666,0.9444444444444443,True,"[1, 0.8993055555555555]",1.0,0.0,0.0009600153824862901,0.001996565330010627,,76.254137987325,224.09433220491846,2880,720,86.38688402599928,71.13562702000036,False
gemma,CONTINUED_AFFINE,0.0003,0,2,1.0,0.9756944444444443,0.009259259259259259,0.875,0.9930555555555557,0.9583333333333334,True,"[1, 0.9756944444444443]",1.0,0.0,0.0009600153824862901,0.001996565330010627,,101.6717231647189,298.7907531985421,2880,720,86.38688402599928,88.85163665300024,False
gemma,CONTINUED_AFFINE,0.0003,0,2,1.25,0.9722222222222222,0.024305555555555552,0.7916666666666666,0.9930555555555557,0.9513888888888888,True,"[1, 0.9722222222222222]",1.0,0.0,0.0009600153824862901,0.001996565330010627,,127.09062215484087,373.4915202621098,2880,720,86.38688402599928,106.572790231,False
gemma,CONTINUED_AFFINE,0.0003,0,3,0.5,0.3159722222222222,0.0,0.10416666666666667,0.10416666666666667,0.5277777777777778,False,"[0, 0.3159722222222222]",1.0,0.0,0.000744670118774593,0.00029348348710603507,,50.63136031041984,148.83014824472664,1440,360,86.07344948299942,53.1045491040004,False
gemma,CONTINUED_AFFINE,0.0003,0,3,0.75,0.8993055555555555,0.0,0.6875,0.8541666666666666,0.9444444444444443,True,"[1, 0.8993055555555555]",1.0,0.0,0.000744670118774593,0.00029348348710603507,,75.94671804254705,223.24428766291805,1440,360,86.07344948299942,70.99212748100035,False
