actor,arm,lr,seed,epoch,strength,cal_changed,cal_harm,cal_all24,cal_dir0,cal_dir1,cal_feasible,frontier,fit_changed,fit_harm,fit_loss,train_loss,saturation,realized_norm,frobenius,visits,steps,train_seconds,eval_seconds,not_extended
gemma,SHARED_TAIL,0.0003,1,2,1.0,0.96875,0.03819444444444444,0.75,0.9375,1.0,True,"[1, 0.96875]",1.0,0.0011574074074074073,0.007370593059982234,0.006828369927643507,0.9914963014735861,102.95355092199812,746.8442082074381,2880,720,113.53006943500077,77.9944542079993,False
gemma,SHARED_TAIL,0.0003,1,2,1.25,0.9427083333333333,0.07291666666666667,0.6875,0.90625,0.9791666666666666,False,"[0, 0.7968749999999999]",1.0,0.0011574074074074073,0.007370593059982234,0.006828369927643507,0.9914963014735861,128.69125630687478,933.5498983987491,2880,720,113.53006943500077,91.21190903299976,False
gemma,SHARED_TAIL,0.001,0,1,0.5,0.35416666666666663,0.0,0.09375,0.32291666666666663,0.38541666666666663,False,"[0, 0.35416666666666663]",0.9913194444444443,0.013310185185185184,0.03634646507543443,0.06546504456670542,0.9662764284466189,51.57458542171593,374.01188044992534,1440,360,111.55061356899932,52.67844513900127,True
gemma,SHARED_TAIL,0.001,0,1,0.75,0.8125,0.005208333333333333,0.59375,0.8020833333333333,0.8229166666666667,True,"[1, 0.8125]",0.9913194444444443,0.013310185185185184,0.03634646507543443,0.06546504456670542,0.9662764284466189,77.35963558647522,561.0011861890068,1440,360,111.55061356899932,65.50456828400092,True
gemma,SHARED_TAIL,0.001,0,1,1.0,0.9375,0.03298611111111111,0.6875,0.9270833333333333,0.9479166666666667,True,"[1, 0.9375]",0.9913194444444443,0.013310185185185184,0.03634646507543443,0.06546504456670542,0.9662764284466189,103.14578419391168,747.9993182241798,1440,360,111.55061356899932,78.4299615710006,True
gemma,SHARED_TAIL,0.001,0,1,1.25,0.9427083333333333,0.08159722222222222,0.5625,0.9479166666666667,0.9375,False,"[0, 0.7795138888888888]",0.9913194444444443,0.013310185185185184,0.03634646507543443,0.06546504456670542,0.9662764284466189,128.93321351015788,935.0060978782997,1440,360,111.55061356899932,91.26164393600084,True
gemma,SHARED_TAIL,0.001,0,2,0.5,0.29166666666666663,0.005208333333333333,0.0625,0.21875,0.3645833333333333,False,"[0, 0.28124999999999994]",0.9965277777777777,0.0,0.004510438596622003,0.01132054089691034,0.998427398217718,51.59438533808653,374.12294833708154,2880,720,109.87512518400035,52.72802480000064,True
gemma,SHARED_TAIL,0.001,0,2,0.75,0.7604166666666667,0.0,0.5625,0.625,0.8958333333333333,False,"[0, 0.7604166666666667]",0.9965277777777777,0.0,0.004510438596622003,0.01132054089691034,0.998427398217718,77.38988354412707,561.1723340552755,2880,720,109.87512518400035,65.95962810200035,True
gemma,SHARED_TAIL,0.001,0,2,1.0,0.96875,0.012152777777777776,0.78125,0.96875,0.96875,True,"[1, 0.96875]",0.9965277777777777,0.0,0.004510438596622003,0.01132054089691034,0.998427398217718,103.18677519381609,748.230828191722,2880,720,109.87512518400035,79.23043603599945,True
gemma,SHARED_TAIL,0.001,0,2,1.25,0.9583333333333333,0.010416666666666666,0.8125,0.9791666666666666,0.9375,True,"[1, 0.9583333333333333]",0.9965277777777777,0.0,0.004510438596622003,0.01132054089691034,0.998427398217718,128.98245042613337,935.2812346736406,2880,720,109.87512518400035,92.43804720700064,True
